num_features,criterion,max_depth,max_leaf_nodes,min_impurity_decrease,ccp_alpha,train_accuracy,test_accuracy,selected_features
3,gini,,,0.0,0.0,0.783661119515885,0.35542168674698793,"['FaceWidthBZ', 'GenderSelf_F', 'GenderSelf_M']"
3,gini,,,0.0,0.01,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,,,0.0,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,,,0.01,0.0,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,,,0.01,0.01,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,,,0.01,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,,,0.05,0.0,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,,,0.05,0.01,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,,,0.05,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,5.0,,0.0,0.0,0.49016641452344933,0.4939759036144578,"['LipThickness', 'EyeWidthAsym', 'MidbrowHairlineAsym']"
3,gini,5.0,,0.0,0.01,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,5.0,,0.0,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,5.0,,0.01,0.0,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,5.0,,0.01,0.01,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,5.0,,0.01,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,5.0,,0.05,0.0,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,5.0,,0.05,0.01,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,5.0,,0.05,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,7.0,,0.0,0.0,0.6157337367624811,0.41566265060240964,"['FaceWidthBZ', 'NoseShape', 'GenderSelf_F']"
3,gini,7.0,,0.0,0.01,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,7.0,,0.0,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,7.0,,0.01,0.0,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,7.0,,0.01,0.01,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,7.0,,0.01,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,7.0,,0.05,0.0,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,7.0,,0.05,0.01,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,7.0,,0.05,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,10.0,,0.0,0.0,0.6641452344931922,0.43373493975903615,"['FaceWidthBZ', 'GenderSelf_F', 'GenderSelf_M']"
3,gini,10.0,,0.0,0.01,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,10.0,,0.0,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,10.0,,0.01,0.0,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,10.0,,0.01,0.01,0.4402420574886536,0.45180722891566266,"['LipThickness', 'FaceLength', 'BottomLipChin']"
3,gini,10.0,,0.01,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,10.0,,0.05,0.0,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,10.0,,0.05,0.01,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,gini,10.0,,0.05,0.05,0.4175491679273828,0.4759036144578313,"['LipThickness', 'FaceLength', 'FaceWidthCheeks']"
3,entropy,,,0.0,0.0,1.0,0.3493975903614458,"['FaceWidthBZ', 'EyeSize', 'GenderSelf_F']"
3,entropy,,,0.0,0.01,0.5173978819969742,0.46987951807228917,"['Forehead', 'BottomLipChin', 'EyeShape']"
3,entropy,,,0.0,0.05,0.4175491679273828,0.4759036144578313,"['BottomLipChin', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,,,0.01,0.0,0.4750378214826021,0.4578313253012048,"['BottomLipChin', 'EyeShape', 'GenderSelf_F']"
3,entropy,,,0.01,0.01,0.4750378214826021,0.4578313253012048,"['BottomLipChin', 'EyeShape', 'GenderSelf_F']"
3,entropy,,,0.01,0.05,0.4175491679273828,0.4759036144578313,"['BottomLipChin', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,,,0.05,0.0,0.4175491679273828,0.4759036144578313,"['Heartshapeness', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,,,0.05,0.01,0.4175491679273828,0.4759036144578313,"['Heartshapeness', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,,,0.05,0.05,0.4175491679273828,0.4759036144578313,"['Heartshapeness', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,5.0,,0.0,0.0,0.5113464447806354,0.3253012048192771,"['BottomLipChin', 'EyeShape', 'MidfaceLength']"
3,entropy,5.0,,0.0,0.01,0.5007564296520424,0.3795180722891566,"['BottomLipChin', 'Heartshapeness', 'MidcheekChinAsym']"
3,entropy,5.0,,0.0,0.05,0.4175491679273828,0.4759036144578313,"['BottomLipChin', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,5.0,,0.01,0.0,0.47655068078668683,0.42771084337349397,"['BottomLipChin', 'EyeSize', 'GenderSelf_F']"
3,entropy,5.0,,0.01,0.01,0.47655068078668683,0.42771084337349397,"['BottomLipChin', 'EyeSize', 'GenderSelf_F']"
3,entropy,5.0,,0.01,0.05,0.4175491679273828,0.4759036144578313,"['BottomLipChin', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,5.0,,0.05,0.0,0.4175491679273828,0.4759036144578313,"['Heartshapeness', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,5.0,,0.05,0.01,0.4175491679273828,0.4759036144578313,"['Heartshapeness', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,5.0,,0.05,0.05,0.4175491679273828,0.4759036144578313,"['Heartshapeness', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,7.0,,0.0,0.0,0.556732223903177,0.39759036144578314,"['LipThickness', 'FaceWidthMouth', 'FaceShape']"
3,entropy,7.0,,0.0,0.01,0.5491679273827534,0.37349397590361444,"['BottomLipChin', 'EyeShape', 'CheekboneHeight']"
3,entropy,7.0,,0.0,0.05,0.4175491679273828,0.4759036144578313,"['BottomLipChin', 'CheekboneProminence', 'GenderSelf_F']"
3,entropy,7.0,,0.01,0.0,0.5037821482602118,0.40963855421686746,"['BottomLipChin', 'GenderSelf_F', 'MidcheekChinAsym']"
3,entropy,7.0,,0.01,0.01,0.5037821482602118,0.40963855421686746,"['BottomLipChin', 'GenderSelf_F', 'MidcheekChinAsym']"
3,entropy,7.0,,0.01,0.05,0.4175491679273828,0.4759036144578313,"['BottomLipChin', 'CheekboneProminence', 'GenderSelf_F']"
